Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Antigua and Barbuda	ATG	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																			2.125792246	20.01219637	19.45465632	12.97532357	-20.59239683	-0.550613047	9.658519267	18.46649471	22.99019188	22.98688104	9.762952247	11.64709059	-5.053960543	4.420017928	-2.200472544	-6.108232569	4.49618406	2.162470477	11.07525282	7.252467033	7.616084737	7.94657302	6.522583733	-18.26570669	6.02305802	8.64771596	1.822454622	19.5581931	35.4491594	8.097972746	0.351261969	-6.819862599	-25.28998054	-13.23384227	2.950437935	5.176579448	4.2228739	2.787938473	12.45979424	12.65137224	19.44144339	
Australia	AUS	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																	0.839184399	4.126075369	-0.562957129	3.688004635	3.151566589	3.564033295	2.695903181	-6.185693288	2.440884821	7.288375494	3.577011092	0.014487592	8.260956163	6.559067849	2.221989693	-1.504744536	-2.402801917	2.711667719	4.16305962	3.89167024	3.185924658	1.5514384	5.161939128	3.859646076	3.547541927	-1.408234364	4.46461513	5.858528777	2.03532344	2.226897178	2.44602015	4.069914686	4.401469485	0.764119281	1.935582013	1.397075271	5.675024376	2.344230536	3.326378575	0.530878755	0.811625851	-1.596918249	3.536056631	
Austria	AUT	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																		5.781048691	-0.941023139	3.474088599	2.119393415	-1.946131171	-1.950718862	2.530705427	-2.185126443	5.218953219	1.975215103	0.326913906	3.464252889	2.81513832	6.240012316	4.121731591	0.953843448	-0.17200232	4.560873182	3.370545813	1.700152802	1.638914074	2.850079699	3.017893789	4.1273412	1.763817997	-0.717005479	2.443982606	3.16172321	2.033323164	3.652986092	5.137941595	-0.278931922	-11.30414558	3.379757716	3.983495622	1.470781713	0.590506167	0.021936672	-0.009310369	3.353510371	4.663316437	4.847153952	
Azerbaijan	AZE	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																		-25.1340914	-27.25610403	-13.39563676	7.296947698	17.72873742	17.9068411	2.636108093	-13.23745733	8.283654102	11.28346734	11.55520958	9.893800292	46.08088264	49.81933275	33.21576557	9.671601157	10.64573184	3.865072999	-5.489793714	-0.847360783	4.597449447	0.204397578	-2.323784913	-4.218042425	-3.511401034	-0.713950726	
Burundi	BDI	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG												5.627206717	-2.325814848	1.862587028	3.664027537	0.626830012	10.34428804	24.43582962	11.41616185	0.811383293	10.13145548	9.575073765	9.246610914	3.24706208	1.541064342	9.308137707	1.323543823	7.41080008	0.555370667	0.719166508	7.488088068	9.27966372	8.569997557	-14.02000001	-18.47	-16.59000001	3.880000023	-1.050851708	-1.589999972	4.58999996	-6.230151807	-6.230151808	-6.230151778	-6.230151802	-6.230151832	1.550918928	5.368245093	8.336773745	4.844849217	9.040602462	1.364424586	1.855587825	5.273086076	2.435906272	6.200108319	-16.1	-1.3	0.699999992	2.400030006	
Belgium	BEL	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																					2.400296867	5.924663796	1.579696521	1.665283951	6.077142371	0.427048608	0.033236904	0.329406598	4.85565778	2.378228467	0.703183857	4.839006561	-2.018572978	-4.984135395	4.789064036	1.326631615	-1.84045266	-0.158583886	3.180340092	2.833273112	-0.556337057	1.68251978	-0.394304544	
Benin	BEN	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG												-7.246927691	14.05375598	-2.839775748	28.26079717	-13.56662801	-12.37372098	14.25993682	-6.270615436	7.829513689	-1.277845055	19.09907171	34.38589636	-3.907365865	8.433770103	9.166653027	-21.37404749	-0.161811814	5.996756205	7.804276567	8.199613789	4.536951696	9.052401445	-1.793645188	4.833912987	3.921187511	7.696279367	3.508440565	-0.187647245	1.74973587	6.928446771	6.773298515	0.840721492	-0.363801728	1.50616157	4.856115108	1.486563751	-2.323943662	-8.017303533	0.250823013	3.268178264	-1.786795881	2.482269504	8.710696555	6.98865209	10.102186	2.575399436	10.45606249	6.164719986	
Burkina Faso	BFA	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG												3.996846937	2.018167545	13.07972553	-11.68376935	20.98329386	10.77334645	-16.91617943	7.659246528	-2.920367027	4.148972819	-1.333099166	7.896378194	0.783076336	1.748231836	5.538926698	10.10692636	8.370007551	-0.950753377	-0.542984549	7.629099288	0.125977895	4.162907091	5.274129275	-4.562996894	0.19836221	-0.87001344	20.39839101	4.344255303	34.69750791	-10.01578334	2.509721235	2.313228343	17.69608069	2.071175499	2.564108243	5.584898348	9.795428876	-4.165583263	10.33936488	9.505917978	17.01401993	-7.99586393	-0.680366504	14.97327314	4.614744232	9.936194888	8.533048274	7.027166232	
Bangladesh	BGD	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG		2.033753924	26.64647817	3.919266143	36.05367954	7.88599114	-4.007914719	-13.32195305	18.40282923	6.022495614	0.737672313	-19.63835617	-46.68484858	69.68998827	20.60461415	-12.59212084	-1.545747865	17.14595329	4.586990389	21.1330198	-3.820950916	5.009257623	3.377545205	3.899067445	9.62858042	6.18843548	6.908457936	8.626892432	3.123026858	3.77914617	7.297530482	4.7108984	6.989203263	8.094186604	8.129669182	10.13436684	6.736726694	5.225481967	8.726901365	5.241305046	6.255771363	7.461679691	5.803009825	6.581699727	7.049271768	7.932370962	9.797899954	9.027828231	7.033534043	6.913173254	7.032201959	9.019130178	9.435598764	9.639358906	8.160014237	9.666904855	11.09373384	10.22460167	12.06057128	
Bulgaria	BGR	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																						5.467692845	9.346557287	7.639156861	6.13131833	5.094077754	5.192918336	5.373800452	9.914262089	0.965210422	-12.50000002	-18.60000007	-6.400000097	-6.199999838	6.000000031	-5.470495385	-74.08041549	-3.021628817	14.21656656	-4.654419937	10.83322277	5.272383689	4.797140885	6.870199425	4.146208797	5.364827788	9.100762693	12.92798469	5.57352602	-3.863175598	-5.908965984	4.090459713	-0.467335111	0.540013012	2.062167001	3.430730212	3.167767544	4.113808095	1.425920994	
Bahrain	BHR	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																																6.780990898	4.698052773	0.064530716	2.343966974	1.451808379	-1.753145189	8.897917936	4.771802255	2.164597586	2.769755763	0.62596302	2.344147765	
"Bahamas, The"	BHS	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																															-4.847212078	-2.781233926	1.356382556	-10.72531337	12.08193137	-0.635086346	3.05195192	19.79529087	-13.26589931	-17.62734584	10.36615134	-34.63580065	25.89668396	51.56781939	-12.20002364	22.28355998	-10.41620788	-51.63470993	99.18678526	-5.473335034	50.42515859	12.52579632	11.41854717	-2.36169756	5.731877153	-22.44020797	16.35681087	5.684436933	0.298008431	
Bosnia and Herzegovina	BIH	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																															9.478207073	8.103318908	9.013384944	-4.594513866	1.663062932	-0.302188027	-2.718288928	3.838129634	1.893274256	3.7400529	4.718362574	5.048765263	3.751478132	
Belarus	BLR	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																0.419843072	-8.389326466	-11.7129805	-17.3612747	-13.44112046	3.372659639	17.96421117	10.84166343	7.570681323	5.816849374	4.799733835	6.971359815	10.61760605	18.82974162	13.5544629	14.14235793	9.300201565	15.54315671	0.303744022	12.0841008	7.243499574	2.037146916	-1.920531406	1.500835324	-7.345260203	-4.669764498	3.558677876	5.08037796	
Belize	BLZ	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG												6.212794443	13.69615011	9.021033266	11.51240803	6.359336723	-0.521504696	15.22764972	7.554704904	5.711058393	37.94662947	3.847195816	-2.157659048	-1.639451384	-1.47128639	1.019198905	3.558094593	10.01391896	5.761158927	14.86544628	10.98846398	7.250397009	10.5418457	8.683963979	-5.671302458	-0.265322275	-1.792341691	1.647601905	-2.059366641	9.283077026	24.72218898	0.554768699	2.181846669	-3.450419136	7.379993974	-0.860961857	24.69400817	2.21203711	6.535100966	16.70352049	-4.036261359	-2.811000833	-6.019484002	-7.04586204	-2.148856925	-3.039622692	1.477699313	1.396091221	-1.342172004	
Bermuda	BMU	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																						2.079518072	-17.90617284	42.15114198	11.39938547	-8.293043177	-3.738429408	0.267518559	2.990551809	11.66716	-2.767546797	0.060263437	5.192235205	-9.408215806	-11.48849817	-1.913567654	-18.09416513							
Bolivia	BOL	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG		-1.46484375	10.10901883	9.989959839	6.709265176	10.26518392	8.960434445	11.96155215	6.009538951	7.168566287	4.170165127	7.279263828	12.19332227	9.963827688	2.399820574	3.287824584	3.899439235	6.492505159	0.971039182	-4.528007424	-5.65729307	-3.323302673	-9.235619899	-1.155742969	-4.258077391	-7.313245695	-9.515578185	3.602558388	4.0109483	7.99439873	7.090054407	4.213851614	1.798297718	5.425094611	4.677313217	6.987587606	3.06044374	3.714005542	7.081010697	-1.9612929	2.43327319	0.207331828	2.679038607	0.895130619	6.302871842	6.474664457	6.934288649	6.997928245	10.57985216	2.896253825	3.843112202	4.866364695	5.203909662	7.530065471	5.236435416	2.621169202	4.008375851	2.249244043	2.276876042	
Brazil	BRA	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG							10.40325383	2.791068279	13.5296217	11.94351599	8.892188588	11.84287645	14.34121786	17.13153046	8.348297563	4.780029374	11.71275176	3.106842906	11.22958855	6.79717895	9.262825502	-8.847873487	0.023011863	-5.844863074	6.60104199	8.26919592	11.76279753	1.052096588	-2.585363153	2.875663339	-8.201914994	-4.242337383	-4.009306159	7.84109645	8.049194042	4.738915281	-0.964633954	4.226281608	-2.284096532	-2.55823423	4.446726683	-0.620418099	3.426841625	-0.298731422	8.839575434	1.39531773	1.467277979	6.748332609	4.178628627	-4.030730519	10.17394319	4.114089194	-0.723089565	2.166445953	-1.508050633	-5.761827992	-4.603259114	-0.45655416	0.560672071	
Barbados	BRB	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																	15.23714627	-2.194168713	9.810952452	6.253180047	4.438881278	-1.042966506	-6.744868035	3.333333333	2.434570907	-4.693998812	5.985037406	-1.176470588	6.904761905	5.512249443	-4.485488127	-4.585635359	-12.7388535	1.393497014	1.178010471	6.274256145	5.538648813	7.554786621	-2.573726542	2.751788663	-0.482056776	-0.645855759	4.604550379	-0.51786639	2.706923477	7.146477446	1.229895932	-0.373831776	-4.831144465	-13.01133563	-4.645892351	1.069518717	-5.526161082	-4.667081518	-1.044386423	-0.329815303	2.978160159			
Brunei Darussalam	BRN	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																															-0.288145364	5.383696541	5.318835844	-1.006703595	3.671075363	5.357925794	4.653653497	-6.072406316	-0.264075767	3.596782131	2.979952629	0.831163476	4.494362269	3.481726179	-0.54650879	-1.790433756	2.856554943	-5.572802413	-5.440828856	-5.016608163	1.726852161	3.241895262	-1.388888889	-5.633802817	-4.372160934	-0.025447451	-2.942335822	1.51446826	-0.363798898	
Bhutan	BTN	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																						69.9820821	7.539683415	27.95076935	2.205250419	-5.905130352	26.90973589	89.21741457	-0.801522922	9.794237999	-1.266220832	-2.591491414	15.03271854	1.322179303	7.036072018	15.96105745	3.583545192	-0.842265808	4.691576272	15.07647558	7.256609992	12.76485204	16.7617858	9.637135556	2.038478016	3.777132391	8.841195761	40.72891186	6.216629289	3.45398951	12.48420649	4.058632424	6.767855151	3.90191516	3.712273902	8.215780756	6.936500311	2.547214104	-4.761877573	
Botswana	BWA	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG		-2.162180809	3.314946347	-7.486605082	50.07426319	65.97951415	-4.475376001	5.779612226	-8.30046965	114.0366122	70.51056169	23.71400478	26.37574244	21.24154952	8.995482359	20.46766777	13.11761634	22.4121165	20.84204447	10.73827524	21.3371109	17.582265	22.37700351	22.4936758	8.33361901	3.501096018	7.127100584	8.687192263	16.35903776	10.59485627	3.878604593	4.612399847	-1.820789565	-0.836820512	2.55277731	7.134799051	-0.658725268	6.573717177	-1.525246532	6.671219355	6.80542928	0.405981937	12.75227379	1.835751501	-1.148032938	5.636700852	7.800219326	2.008219898	0.087462781	-27.02992981	13.12835027	1.459045365	0.301058987	15.86584047	-0.233713733	-8.941323388	1.143294768	-2.500103192	5.882516961	
Central African Republic	CAF	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																																			-1.741202549	12.66609516	7.24998248	-45.79391269	-14.91785493	12.28304541	2.863503623	1.738444688	1.522707111	
Canada	CAN	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																																	-1.52247783	-9.87308116	6.659121806	4.551830218	2.301857707	2.57209867	4.307941921	-1.096741885	-1.004417568	5.021841365	1.067736491	
Central Europe and the Baltics	CEB	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																					-3.695814291	0.46507193	1.239162044	0.575934469	3.317186127	2.596000803	2.861639678	4.958123164	7.345872686	5.733600759	9.728826473	7.220831898	5.924817322	-6.496803384	3.586480709	4.801727493	-2.241810826	-0.861777205	5.479950191	4.58024572	1.661674809	5.384984054	3.923424576	
Switzerland	CHE	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																-0.365246181	-0.072527424	-0.073233729	3.583268092	-0.670532334	-1.979958245	-0.018065604	1.044847488	0.579527927	1.170667194	3.791657253	1.680882449	-0.191614419	0.907105886	3.397470236	4.845862488	3.553575036	3.166377235	-7.391268494	6.448007615	5.627625254	-0.014736749	0.778295409	0.43301139	0.278327075	1.913928939	4.538995541	3.844513477	
Channel Islands	CHI	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																																												
Chile	CHL	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG		4.867407924	12.37643131	7.5933061	1.401128237	0.055313265	7.647083838	2.684311886	4.062593173	3.796778099	1.901963403	9.916900412	-2.169488831	-7.116795735	5.663893336	-21.81209999	3.941418784	5.871325964	7.262456937	9.111380254	8.191019643	6.283486469	-14.68419961	-0.765201358	7.058157801	4.753114177	5.790019381	4.224003176	8.270365239	8.716840298	1.667550948	7.364553383	9.248728776	7.636800283	4.480971039	8.365895775	6.638805311	7.588992951	4.222762473	1.089198931	4.280403451	1.711943615	0.226697475	1.893210484	3.80898323	1.457166577	3.976342775	0.494613947	1.516526944	-2.775275018	3.056834207	2.865722843	4.792221643	4.314495051	0.482201171	0.916182404	-0.245197491	-0.217139694	4.271304002	
China	CHN	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG		-41.90000001	-10.59999997	14.49999999	25.50000002	24.00000002	22.19999999	-14.3	-9.200000027	33.00000004	34.59999998	12.4	6.700000016	8.300000003	1.400000002	15.69999998	-2.399999996	13.20000001	15.03299103	8.2	13.4935305	1.872964169	5.595523581	10.37093111	14.47187929	18.39424805	10.22267206	13.59044995	14.30881164	3.748231966	3.203817314	13.77146631	21.01596517	19.76493164	18.12537553	13.83519837	12.09413167	10.47036939	8.912677412	8.194367753	9.482494641	8.484057431	9.900309385	12.66812637	11.13964464	12.13389121	13.44954333	15.05080752	9.839143235	10.29017597	12.68315018	10.6898384	8.364160054	7.986970684	7.393822394	6.197195758	6.262959672	5.885866752	5.831358833	
Cote d'Ivoire	CIV	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																																		3.885672864	-4.003464738	-7.649659256	-1.430141839	28.83545941	4.502016542	8.295765745	6.603910638	2.980754571	7.134933554	
Cameroon	CMR	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG							5.268365905	1.299073915	12.04056309	6.534268452	-1.303178149	12.05707464	-3.426746571	4.182621101	5.420501531	3.652535209	7.676607159	18.33702675	10.44205544	43.65964504	8.856509198	30.67980832	17.99094011	18.34355724	4.920630684	8.639538002	6.091910738	0.514444971	-7.086134382	-2.301119601	-6.800000274	-6.599996729	-10.40000144	-9.941228516	-2.968386725	-3.31007669	-1.176675681	-1.895446822	8.462943951	7.624160749	2.991741227	0.928841152	7.943027266	0.221320795	1.887337043	15.665834	5.824397799	3.174547663	2.39491521	-0.426430703	-1.213143583	3.365402061	5.110233064	6.891534964	5.519475359	9.554464702	3.563084909	1.254185305	3.098123158	
"Congo, Dem. Rep."	COD	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG										13.83324368	18.97992429	7.099332911	0.284018578	9.119908046	6.530513051	-4.410328697	-8.875703225	-2.007115973	-7.854955734	-6.850871568	4.850306663	0.492228465	-3.376206535	3.954592302	12.49585162	0.312373763	4.832294819	0.931082665	-1.926674307	-4.38679049	-18.9090184	-19.87818078	-29.92398276	-14.49704272	-2.076121719	-10.36513636	5.876742114	-19.83930946	-2.0367379	5.916667156	10.61193358	-8.068686601	5.077167171	2.422786548	5.749514173	14.22843926	2.597636021	4.471896575	4.453670601	1.569790033	28.66857557	15.65797081	8.957015369	10.45098692	14.62601452	5.911433929	0.495506135	7.73646372	12.07641982	
"Congo, Rep."	COG	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG		13.8758354	4.941690066	-4.036236412	3.50492046	10.15807968	5.533075411	26.21414575	0.558958644	3.575091269	15.25751998	0.982978552	6.782757162	14.52155604	24.8849654	26.37392615	9.841570584	-19.97865568	4.471748005	24.48702568	24.75253314	-3.798453534	40.73228151	17.47967481	8.581314848	-4.843849583	-8.626255865	1.589931166	2.977126798	10.35903348	4.443183959	0.339037778	3.087767595	4.84694054	-3.124043667	5.077338405	6.418233928	12.45618209	5.640611362	3.159227991	2.95133438	-3.128131399	1.371711266	-3.771073647	2.051636699	11.29433025	7.083417901	-10.31834627	6.224441983	12.765314	11.57237831	-0.978080558	-3.535587439	-3.319167534	5.680767413	0.221011305	0.400031041	4.789312438	7.881761016	
Colombia	COL	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG							3.13130241	7.436922896	5.036266594	7.799348534	5.00265906	7.091798561	10.03697493	9.671400942	5.277221109	0.139593909	4.428674017	1.474835568	7.611416726	5.289049245	3.559768077	-0.906403941	-0.404550161	3.39756697	6.880135299	5.963779989	10.32323684	6.101219818	3.753892516	4.622556566	2.449068355	2.722689754	-0.44432147	4.236395276	3.647792788	5.543018103	-2.686431014	1.335912535	0.707501024	-7.230100902	3.175887204	0.805278701	2.848429953	4.832421512	6.203283934	4.83231187	7.125978878	5.902453235	3.915432784	1.221092817	2.52742481	9.126437668	2.851673026	2.398164407	4.063589679	2.096864307	1.705664248	-2.154448438	1.236713181	
Comoros	COM	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																						3.866103417	6.383855025	4.819976771	4.108956602	2.283813747	1.864296553	1.638646521	2.688442211	-3.180817225	5.092241597	-5.394573364	8.527854268	3.005699118	-5.275125057	3.608577372	-1.289674878	4.029103427	1.282244115	1.92314832	10.85127308	2.333070452	2.321623531	2.105758669	1.920949103	2.834655167	2.648016187	1.265569649	5.898947725	-1.899408599	14.00135777	3.099020986	1.499468601	5.501809656	-2.800552343	-0.153163152	4.704208444	-2.651973586	1.696911534	
Cabo Verde	CPV	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																						11.96419987	-1.115938253	20.29466612	-1.216715416	15.71647378	2.04511404	11.44094699	3.215408054	10.4587035	1.098038813	2.935954118	15.52768653	3.669906015	18.90408086	7.511181033	14.49810475	1.094045086	11.57262059	2.239022063	8.055817969	-8.856556886	6.036638903	1.188913809	7.270061224	11.17254761	7.840790176	13.84105309	18.41966501	-5.418271945	-3.662802211	1.26938633	-3.21380981	2.451370198	6.625102769	-2.42199495	2.91532764	11.91473759	8.050252984	
Costa Rica	CRI	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG		-1.052804738	8.445552785	9.627472022	6.222905887	19.5892575	7.904007045	7.049581718	13.05632326	6.187305066	8.898944193	10.01603732	12.47680891	8.518409426	11.55746159	3.547445255	8.731613328	10.53291265	7.546727145	5.926410704	1.160156518	-4.203990228	-13.48422059	4.081716204	11.28505684	1.495122296	6.543618318	5.06635288	1.925709308	4.825565424	2.27405078	0.985053382	11.07922375	6.05216661	3.634550731	4.262266552	-3.541745288	7.60996885	8.464615506	2.322729017	3.831220951	3.24360179	2.63192229	2.714539142	4.561889238	3.168919519	6.130232155	6.819249351	1.076238535	-5.50353239	2.605243835	2.400496917	3.989505214	-3.954754683	1.416714126	0.315583146	2.620296365	1.917873941	3.532229569	
Caribbean small states	CSS	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																										-3.186853238	0.180171065	-2.551452648	8.078751414	3.834026533	1.635264325	0.747887348	-1.47787472	-2.518862344	4.701236727	-1.853021807	3.419898487	2.816349105	3.007413439	3.714140307	7.117890492	2.08874336	5.156257165	16.53619063	5.734035535	8.646917552	9.943067988	1.195256312	3.165929835	-4.496698054	0.374100439	-0.582134101	-1.125690202	1.88033331	-0.491340594	-1.795664244	-2.271568755	0.939310988	0.650026833	
Cuba	CUB	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG												8.596780654	4.817601204	3.408726517	0.966017709	9.571130682	5.454186307	8.588388068	6.482829743	1.103184021	-4.268006836	19.35118857	8.05578408	5.327395546	8.602920863	5.243557414	-4.4966566	-5.707247883	7.499300638	4.866526052	1.946436267	-18.42911541	-27.00428845	-19.41517461	4.987578385	9.425709178	13.76507376	5.329960703	-6.336749718	7.10274098	7.73176779	-1.739325962	0.445557216	0.037523452	3.320919516	7.767934705	13.4132216	3.481600136	4.064623933	0.685619717	-1.311026318	0.852582532	4.51194338	3.55530474	-2.897366031	8.811149565	-1.891171667	2.199246473	2.520576132	
Curacao	CUW	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																																												
Cayman Islands	CYM	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																																-2.07970386	1.510578899	-18.51625508	-14.52440983	-1.852399715	1.30462593	1.677617515	2.145193101	2.983899144	5.188622657	3.712431354		
Cyprus	CYP	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																	31.96765484	24.95914498	10.95129505	10.40071412	4.830529598	-3.28411927	2.184794346	1.983505291	4.874973949	1.710020952	1.491825873	6.789549512	6.336025559	4.335321251	5.001972243	2.231808713	5.063293564	-3.160474025	2.6685859	1.126625432	-2.012617001	-0.023090627	1.70933248	2.533035538	-0.014868107	5.521149143	6.740855068	9.00555443	6.91489054	3.948050964	4.20932882	6.163264656	-1.194460568	-11.68589838	-5.185314487	-8.777760481	-11.9225496	-15.6155848	-7.089593511	2.51153249	16.72410889	9.663856036	13.97064546	
Czech Republic	CZE	"Industry (including construction), value added (annual % growth)"	NV.IND.TOTL.KD.ZG																																			1.495215873	9.695001389	7.597400557	-4.592712662	-2.380804638	-0.078555878	4.852243275	2.532379727	3.230955355	1.685470345	8.683601672	10.32975367	14.06818632	5.345289235	6.789611891	-10.29068887	6.039467831	4.411611983	-2.860385871	-3.656676152	4.646789139	4.100310771	1.097500794	7.325059933	1.407287589	
